EndDate,IPAddress,Duration in minutes,Q1,Q2,Regions,Region.North,Region.Delta,Region.Central,Region.South,"Counties with ""multiple""",Q5_19_TEXT,Q3_1,Acre Ranges,Q3_2,Q4_1,Q4_2,,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q11_2,Water Source,Q16_4_TEXT,Highest/Lowest Price,Highest Price,Pricex100,,Lowest Price,Water +CC Comments,Q12,Q13,Q14,Q15,Q16,Q17,PPH Comments,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19_1,Q19_2,Q19_3,Q20,Q21,AB Bee BMP Comments,Q22,Q23,Certification Comments,Q24,Q25,Who Supplied Bees,Q40_6_TEXT,Q26_1,Q26_2,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Pollination Comments,Q31,Q32,Q52,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity
12/11/19 15:22,174.222.145.154,10.97,"Owner, not responsible for day-to-day management",Yolo,Delta,0,1,0,0,Yolo,,20,Small,120,180,0,FALSE,"Farm manager,Affiliated PCA (with an agricultural retailer)",Yes,PCA/CCA/Crop consultant,Very Satisfied,NA,Prefer not to answer,,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",Surface water,,Not sure/prefer not to answer,,,,,,Not sure,,,Not sure,Prefer not to answer,9,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Usually,Usually,Usually,Prefer not to answer,Prefer not to answer,,Prefer not to answer,Prefer not to answer,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,Prefer not to answer,Prefer not to answer,,Moderate concern,Moderate concern,Moderate concern,Moderate concern,Moderate concern,,18-24 years old,Female,,,
12/11/19 15:25,174.222.137.53,8.82,Farm manager (not owner),Kern,South,0,0,0,1,Kern,,7000,Large,2000,9000,0,TRUE,Farm manager,No,,,Not sure,"Availability of water,Expense of water,Effort/time to manage it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Increased risk of frost damage",Easy/affordable access to equipment needed to plant seeds,,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,No,We have no concerns about permanent habitat,Supporting native pollinators,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,None of these are incentives,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom",,We rented some bees and supplied some of our own,Out of state,Prefer not to answer,,,,A fair price,Somewhat satisfied,,Moderate concern,Strong concern,Strong concern,Moderate concern,Moderate concern,,25-34 years old,Male,,,
12/11/19 15:27,174.222.131.109,4.65,Farm manager (not owner),Fresno,South,0,0,0,1,Fresno,,100,Medium,0,100,0,TRUE,Farm manager,No,,,No,Effort/time to manage it,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,Not sure,Increased risk of frost damage,Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Usually,,,Labor costs to apply pesticides/fungicides in the afternoon or evening,Processor/handler request to implement Almond Board's Bee BMPs,,No interest,Increasing the strength of bee colonies during bloom,,We supplied all of our own bee pollination,,,,,,,,A fair price,Moderate concern,Moderate concern,Moderate concern,Moderate concern,Moderate concern,,55-64 years old,Male,,,
12/11/19 15:28,174.222.131.0,12.43,Farm manager (not owner),Kern,South,0,0,0,1,Kern,,7000,Large,3000,10000,0,TRUE,"Owner of the almond orchard(s),Farm manager",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Availability of equipment needed to plant seeds,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds",,Surface water,,Not sure/prefer not to answer,,,,,Cover crops may harbor spider mite populations that will move up the trees as the crop dries out.,No,,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Availability of water",Decreased rental fee for managed bee colonies,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Moderate interest,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer",,We rented some bees and supplied some of our own,Out of state,Contracted beekeeper,,200,12,A fair price,Very satisfied,,Moderate concern,Strong concern,Moderate concern,Strong concern,Moderate concern,,25-34 years old,Male,,,
12/11/19 15:29,174.222.5.209,12.65,Farm manager (not owner),Stanislaus,Central,0,0,1,0,Stanislaus,,800,Large,200,NA,30,TRUE,Independent PCA (not affiliated with an agricultural retailer),Yes,"Directly from seed company,PCA/CCA/Crop consultant",Very Satisfied,NA,"Effort/time to manage it,Cost of seeds,Limited time for planting due to competing operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",Surface water,,Not sure/prefer not to answer,,,,,,Yes,<1%,Somewhat Satisfied,NA,Lack of available land,Increased strength of bee colonies during bloom and afterwards,,Sometimes,Always,Always,Sometimes,Always,Always,Always,Usually,Always,The amount of ground your operation's applicator can cover in the late afternoon or at night,We already practice most or all of the Bee BMPs,,Moderate interest,"Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer",,We rented all our bees,Out of state,Contracted beekeeper,,185,8,A fair price,Somewhat satisfied,,Moderate concern,Moderate concern,Moderate concern,Not a concern,Moderate concern,,25-34 years old,Male,,,
12/11/19 15:32,107.77.213.152,7.27,Farm manager (not owner),Madera,Central,0,0,1,0,Madera,,NA,NA,NA,NA,NA,FALSE,Affiliated PCA (with an agricultural retailer),No,,,Yes,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it",Easy/affordable access to equipment needed to plant seeds,,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,Yes,1-3%,Somewhat Satisfied,NA,"Cost to plant and maintain it,Availability of water,Increased risk of frost damage",Decreased rental fee for managed bee colonies,,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Usually,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","Processor/handler request to implement Almond Board's Bee BMPs,We already practice most or all of the Bee BMPs",,Moderate interest,"Increasing the strength of bee colonies during bloom,Ability to make marketing claims with a bee-friendly label",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,N/A,N/A,A fair price,Somewhat satisfied,,Moderate concern,Strong concern,Moderate concern,Strong concern,Moderate concern,,18-24 years old,Male,,,
12/11/19 15:46,174.222.10.91,11.28,Farm manager (not owner),Fresno,South,0,0,0,1,Fresno,,100,Medium,0,100,0,TRUE,Affiliated PCA (with an agricultural retailer),Yes,PCA/CCA/Crop consultant,Very Satisfied,NA,"Effort/time to manage it,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",Surface water,,Not sure/prefer not to answer,,,,,,No,,,Yes,"Labor to plant and maintain it,Effort/time to manage it",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),Safety issues involved in making nighttime applications",We already practice most or all of the Bee BMPs,,Strong interest,Supporting native pollinators,,We rented all our bees,Out of state,Bee broker,,300,N/A,A fair price,Somewhat satisfied,,Moderate concern,Strong concern,Strong concern,Moderate concern,Strong concern,,45-54 years old,Male,,,
12/11/19 16:12,174.222.131.195,56.33,Farm manager (not owner),Madera,Central,0,0,1,0,Madera,,35000,Large,3000,100000,0,TRUE,Farm manager,No,,,Not sure,"Incompatibility with irrigation system(s),Labor to grow/maintain it,Availability of equipment needed to plant seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,Not sure,Prefer not to answer,None of these are incentives,,Always,Always,Always,Sometimes,Sometimes,Always,Usually,Always,Always,The amount of ground your operation's applicator can cover in the late afternoon or at night,We already practice most or all of the Bee BMPs,,Prefer not to answer,Prefer not to answer,,We rented some bees and supplied some of our own,Out of state,Prefer not to answer,,,,Prefer not to answer,Prefer not to answer,,Moderate concern,Strong concern,Strong concern,Strong concern,Moderate concern,,25-34 years old,Prefer not to answer,,,
12/11/19 16:30,166.137.163.53,8.68,Farm manager (not owner),San Joaquin,Central,0,0,1,0,San Joaquin,,0,,70,70,0,FALSE,"Owner of the almond orchard(s),Farm manager,Affiliated PCA (with an agricultural retailer)",No,,,Not sure,We have no concerns about cover crops,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",,Groundwater,,Not sure/prefer not to answer,,,,,,No,,,Yes,We have no concerns about permanent habitat,Supporting native pollinators,,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Usually,Usually,Usually,"Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,Supporting native pollinators",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,,,Prefer not to answer,Somewhat satisfied,,Moderate concern,Strong concern,Moderate concern,Moderate concern,Moderate concern,,25-34 years old,Male,,,
12/11/19 16:32,107.77.214.236,8.55,Farm manager (not owner),San Joaquin,Central,0,0,1,0,San Joaquin,,70,Medium,70,140,0,FALSE,Farm manager,No,,,Not sure,"Limited time for planting due to competing operations,Physical interference with operations",Increased strength of bee colonies during bloom,,Groundwater,,Not sure/prefer not to answer,,,,,,No,,,Not sure,Lack of available land,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Prefer not to answer,We already practice most or all of the Bee BMPs,,Moderate interest,Decreased rental fee for managed bee colonies,,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,,,Prefer not to answer,Very satisfied,,Moderate concern,Strong concern,Strong concern,Strong concern,Strong concern,,25-34 years old,Male,,,
12/11/19 16:33,107.77.214.36,25.78,Owner/operator of almond orchard(s),Glenn,North,1,0,0,0,Glenn,,128,Medium,0,128,0,TRUE,Owner of the almond orchard(s),No,,,No,"Availability of water,Expense of water,Inadequate soil type for cover crops,Increased risk of frost damage",None of these are incentives,,Groundwater,,Not sure/prefer not to answer,,,,,,Yes,<1%,Somewhat Satisfied,NA,Cost to plant and maintain it,"Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies",,Never,Always,Always,Sometimes,Always,Always,Always,Effort made,Usually,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,No interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Contracted beekeeper,,210,8,Too expensive,Very satisfied,,Moderate concern,Moderate concern,Moderate concern,Strong concern,Moderate concern,,45-54 years old,Male,,,
